exchange,trading_symbol,groww_symbol,name,series,isin,exchange_token
BSE,779PFCL30,BSE-779PFCL30,779PFCL30,F,INE134E08KU3,959502
BSE,578CPCL25,BSE-578CPCL25,578CPCL25,F,INE178A08029,959760
BSE,92CBI30,BSE-92CBI30,92CBI30,F,INE483A08031,959401
BSE,68NHPCL27,BSE-68NHPCL27,68NHPCL27,F,INE848E07BK0,959457
BSE,85APSEZ30,BSE-85APSEZ30,85APSEZ30,F,INE742F07460,959432
BSE,768PFCL30,BSE-768PFCL30,768PFCL30,F,INE134E08KR9,959478
BSE,705PFC30,BSE-705PFC30,705PFC30,F,INE134E08KZ2,959894
BSE,719THDC30,BSE-719THDC30,719THDC30,F,INE812V07039,959827
BSE,11MECL30,BSE-11MECL30,11MECL30,F,INE760I07037,959320
BSE,1175AFI25,BSE-1175AFI25,1175AFI25,F,INE065507241,959887
BSE,641IRFC31,BSE-641IRFC31,641IRFC31,F,INE053F07CR7,959790
BSE,85TML27,BSE-85TML27,85TML27,F,INE155A08415,959316
BSE,95MFL30,BSE-95MFL30,95MFL30,F,INE522D07BN7,959735
BSE,74RIL25,BSE-74RIL25,74RIL25,F,INE002A08617,959428
BSE,75REC30,BSE-75REC30,75REC30,F,INE020B08CP7,959339
BSE,534NLCI25,BSE-534NLCI25,534NLCI25,F,INE589A08027,959834
BSE,796REC30,BSE-796REC30,796REC30,F,INE020B08CX1,959537
BSE,64ONGC31,BSE-64ONGC31,64ONGC31,F,INE213A08024,959881
BSE,773SBIPERP,BSE-773SBIPERP,773SBIPERP,F,INE062A08272,960238
BSE,77KFC29,BSE-77KFC29,77KFC29,F,INE818F07138,960075
BSE,659NABAR35,BSE-659NABAR35,659NABAR35,F,INE261F08CL7,960232
BSE,EELGSEC25,BSE-EELGSEC25,EELGSEC25,F,INE572O07FN0,960361
BSE,766LTF30,BSE-766LTF30,766LTIFCL30,F,INE691I07EU8,959993
BSE,645REC31,BSE-645REC31,645REC31,F,INE020B08DI0,960403
BSE,4LBPL23,BSE-4LBPL23,4LBPL23,F,INE806U07017,960193
BSE,775BOM30,BSE-775BOM30,775BOM30,F,INE457A08068,960309
BSE,81LTF34,BSE-81LTF34,81LIDF34,F,INE235P07AF8,960152
BSE,7LKCPL26,BSE-7LKCPL26,7LKCPL26,F,INE999H07033,960212
BSE,725BFL30,BSE-725BFL30,725BFL30,F,INE296A07RJ8,959942
BSE,694NHAI36,BSE-694NHAI36,694NHAI36,F,INE906B07II1,960366
BSE,81LTF35,BSE-81LTF35,81LDIF35,F,INE235P07AG6,960153
BSE,685IRFCL40,BSE-685IRFCL40,685IRFCL40,F,INE053F07CT3,960256
BSE,550IOCL25,BSE-550IOCL25,550IOCL25,F,INE242A08486,960136
BSE,77KFC30,BSE-77KFC30,77KFC30,F,INE818F07146,960076
BSE,735HDBFS30,BSE-735HDBFS30,735HDBFS30,F,INE756I08215,960175
BSE,581REC25,BSE-581REC25,581REC25,F,INE020B08DH2,960313
BSE,8PRPL24,BSE-8PRPL24,8PRPL24,F,INE542R07030,960139
BSE,93CIFC30,BSE-93CIFC30,93CIFC30,F,INE121A08OL9,960168
BSE,865JMFPL30,BSE-865JMFPL30,865JMFPL30,F,INE523H07BH8,960267
BSE,725PNB30A,BSE-725PNB30A,725PNB30A,F,INE160A08167,960130
BSE,145BML27,BSE-145BML27,145BML27,F,INE443L08131,960082
BSE,795LTF35,BSE-795LTF35,795LIDF35,F,INE235P07AL6,960244
BSE,707IHF30,BSE-707IHF30,707IHF30,F,INE071G07397,960226
BSE,815BOBPERA,BSE-815BOBPERA,815BOBPERA,F,INE028A08240,960413
BSE,1175AFI25A,BSE-1175AFI25A,1175AFI25A,F,INE065507316,960412
BSE,81LTF32,BSE-81LTF32,81LIDF32,F,INE235P07AD3,960150
BSE,665NABA35A,BSE-665NABA35A,665NABA35A,F,INE261F08CR4,960372
BSE,77KFC27,BSE-77KFC27,77KFC27,F,INE818F07112,960072
BSE,765IHFCL35,BSE-765IHFCL35,765IHFCL35,F,INE071G08AJ6,960282
BSE,762LTF30,BSE-762LTF30,762LTIFCL30,F,INE691I07EX2,960379
BSE,69REC31A,BSE-69REC31A,69REC31A,F,INE020B08DG4,960312
BSE,9SFL30,BSE-9SFL30,9STFC30,F,INE721A07PZ5,960174
BSE,545NTPC25,BSE-545NTPC25,545NTPC25,F,INE733E08163,960125
BSE,685MTNL30,BSE-685MTNL30,685MTNL30,F,INE153A08097,960337
BSE,79MRHFL30,BSE-79MRHFL30,79MRHFL30,F,INE950O08196,960323
BSE,710PNB35,BSE-710PNB35,710PNB35,F,INE160A08175,960185
BSE,81LTF33,BSE-81LTF33,81LIDF33,F,INE235P07AE1,960151
BSE,77KFC28,BSE-77KFC28,77KFC28,F,INE818F07120,960073
BSE,85BOBPERPA,BSE-85BOBPERPA,85BOBPERPA,F,INE028A08232,960207
BSE,TFSRIRR27,BSE-TFSRIRR27,TFSRIRR27,F,INE681H07110,960399
BSE,7CFSL27,BSE-7CFSL27,7HCFSPL27,F,INE539K07171,960221
BSE,705MTNL30,BSE-705MTNL30,705MTNL30,F,INE153A08089,960121
BSE,81AHFL25,BSE-81AHFL25,81AHFL25,F,INE883F07215,960161
BSE,932PFL30,BSE-932PFL30,932PCHFL30,F,INE516Y07246,960167
BSE,1101MECL30,BSE-1101MECL30,1101MECL30,F,INE760I07045,960349
BSE,680SBI35,BSE-680SBI35,680SBI35,F,INE062A08231,959916
BSE,680REC30,BSE-680REC30,680REC30,F,INE020B08DE9,960159
BSE,975TCAPPER,BSE-975TCAPPER,975TMFPERP,F,INE601U08168,960265
BSE,990FFSL27,BSE-990FFSL27,990FFSL27,F,INE007N08015,960116
BSE,795LTF33,BSE-795LTF33,795LIDF33,F,INE235P07AJ0,960242
BSE,734PFCL35,BSE-734PFCL35,734PFCL35,F,INE134E08LE5,960065
BSE,920JMCSL30,BSE-920JMCSL30,920JMCSL30,F,INE651J07804,960169
BSE,EFSLGSE26,BSE-EFSLGSE26,EFSLGSE26,F,INE532F07BT8,960419
BSE,795LTF34,BSE-795LTF34,795LIDF34,F,INE235P07AK8,960243
BSE,75IHFCL30,BSE-75IHFCL30,75IHFCL30,F,INE071G08AI8,960183
BSE,649NABAR30,BSE-649NABAR30,649NABAR30,F,INE261F08CQ6,960371
BSE,8JFHL25,BSE-8JFHL25,8JFHL25,F,INE01A207062,960148
BSE,77KFC26,BSE-77KFC26,77KFC26,F,INE818F07104,960070
BSE,774SBIPER,BSE-774SBIPER,774SBIPER,F,INE062A08249,959974
BSE,663AFL25,BSE-663AFL25,663AFL25,F,INE216P07209,960390
BSE,743ABCL30,BSE-743ABCL30,743ABFL30,F,INE860H08ED5,960364
BSE,81LTF31,BSE-81LTF31,81LIDF31,F,INE235P07AC5,960149
BSE,1101MECL31,BSE-1101MECL31,1101MECL31,F,INE760I07052,960410
BSE,6BFL25,BSE-6BFL25,6BFL25,F,INE296A07RO8,960354
BSE,618MRPL25,BSE-618MRPL25,618MRPL25,F,INE103A08043,960362
BSE,624SBI30,BSE-624SBI30,624SBI30,F,INE062A08256,960026
BSE,795LTF31,BSE-795LTF31,795LIDF31,F,INE235P07AH4,960240
BSE,685IRFC40,BSE-685IRFC40,685IRFC40,F,INE053F07CS5,960177
BSE,594RECL26,BSE-594RECL26,594RECL26,F,INE020B08DK6,960409
BSE,725IGT25,BSE-725IGT25,725IGT25,F,INE219X07124,960381
BSE,6SCPSL25,BSE-6SCPSL25,6SCPSL25,F,INE018E08227,960346
BSE,679BSNL30,BSE-679BSNL30,679BSNL30,F,INE103D08021,960039
BSE,8PSPL24,BSE-8PSPL24,8PSPL24,F,INE056Q07033,960141
BSE,714NHAI40,BSE-714NHAI40,714NHAI40,F,INE906B07IF7,959978
BSE,625ABCL25,BSE-625ABCL25,625ABFL25,F,INE860H07HD0,960355
BSE,1250SSFB27,BSE-1250SSFB27,1250SSFB27,F,INE428Q08073,960033
BSE,743ABHF31,BSE-743ABHF31,743ABHF31,F,INE831R08084,960416
BSE,7LKCP26B,BSE-7LKCP26B,7LKCP26B,F,INE999H07058,960281
BSE,850JSW27,BSE-850JSW27,850JSW27,F,INE019A07431,960117
BSE,704PFCL30,BSE-704PFCL30,704PFCL30,F,INE134E08LC9,960004
BSE,725REC30,BSE-725REC30,725REC30,F,INE020B08DB5,959947
BSE,583SBI30,BSE-583SBI30,583SBI30,F,INE062A08264,960145
BSE,642NABAR30,BSE-642NABAR30,642NABAR30,F,INE261F08CO1,960248
BSE,692BFL30,BSE-692BFL30,692BFL30,F,INE296A07RN0,960353
BSE,960THFL30,BSE-960THFL30,960SHFL30,F,INE432R07257,960301
BSE,694NHAI37,BSE-694NHAI37,694NHAI37,F,INE906B07IG5,960255
BSE,730NSL25,BSE-730NSL25,730NMDC25,F,INE584A08010,959957
BSE,740IGT25,BSE-740IGT25,740IGT25,F,INE219X07132,960382
BSE,96TCAPPERP,BSE-96TCAPPERP,96TMFPERP,F,INE601U08176,960338
BSE,795LTF32,BSE-795LTF32,795LIDF32,F,INE235P07AI2,960241
BSE,EFSLGSEC26,BSE-EFSLGSEC26,EFSLGSEC26,F,INE532F07BS0,960418
BSE,7IIL25,BSE-7IIL25,7IIL25,F,INE537P07588,960203
BSE,618IHF25,BSE-618IHF25,618IHF25,F,INE071G07405,960225
BSE,650PFCL25,BSE-650PFCL25,650PFCL25,F,INE134E08LD7,960031
BSE,725WCL26,BSE-725WCL26,725WCL26,F,INE191B07162,960491
BSE,745AFL31,BSE-745AFL31,745AFL31,F,INE891K08067,960477
BSE,686NHPC33,BSE-686NHPC33,686NHPC33,F,INE848E07BU9,960484
BSE,875NHAI29,BSE-875NHAI29,875NHAI29,F,INE906B07DF8,961826
BSE,95SFL31,BSE-95SFL31,95SCUFL31,F,INE722A07AO9,960463
BSE,942THFL31,BSE-942THFL31,942SHFL31,F,INE432R07265,960422
BSE,867PFCL33,BSE-867PFCL33,867PFCL33,F,INE134E07455,961801
BSE,849HUDCO33,BSE-849HUDCO33,849HUDCO33,F,INE031A07923,961783
BSE,704REC28,BSE-704REC28,704REC28,F,INE020B07GZ9,961760
BSE,873NTPC28,BSE-873NTPC28,873NTPC28,F,INE733E07JI1,961809
BSE,862REC33,BSE-862REC33,862REC33,F,INE020B07HT0,961780
BSE,838IIFCL28,BSE-838IIFCL28,838IIFCL28,F,INE787H07289,961795
BSE,704IRFC28,BSE-704IRFC28,704IRFC28,F,INE053F07595,961758
BSE,830PFCL27,BSE-830PFCL27,830PFCL27,F,INE134E07208,961730
BSE,854NHPC28,BSE-854NHPC28,854NHPC28,F,INE848E07526,961788
BSE,815BOBPERB,BSE-815BOBPERB,815BOBPERB,F,INE028A08257,960435
BSE,892PFCL33,BSE-892PFCL33,892PFCL33,F,INE134E07463,961804
BSE,925SFL30,BSE-925SFL30,925SCUFL30,F,INE722A07AN1,960462
BSE,745THDC31,BSE-745THDC31,745THDC31,F,INE812V07047,960426
BSE,736PFCL28,BSE-736PFCL28,736PFCL28,F,INE134E07349,961751
BSE,AFINIF24A,BSE-AFINIF24A,AFINIF24A,F,INE065507340,960454
BSE,857MFL28,BSE-857MFL28,857MFL28,F,INE522D07BX6,960436
BSE,740IIFCL33,BSE-740IIFCL33,740IIFCL33,F,INE787H07156,961754
BSE,875IIFCL33,BSE-875IIFCL33,875IIFCL33,F,INE787H07313,961798
BSE,871REC28,BSE-871REC28,871REC28,F,INE020B07HS2,961779
BSE,975HLFL26,BSE-975HLFL26,975HLFL26,F,INE146O08167,960489
BSE,8BOM31,BSE-8BOM31,8BOM31,F,INE457A08076,960467
BSE,686NHPC32,BSE-686NHPC32,686NHPC32,F,INE848E07BT1,960483
BSE,854PFCL28,BSE-854PFCL28,854PFCL28,F,INE134E07430,961800
BSE,812REC27,BSE-812REC27,812REC27,F,INE020B07GH7,961744
BSE,686NHPC35,BSE-686NHPC35,686NHPC35,F,INE848E07BW5,960486
BSE,686NHPC27,BSE-686NHPC27,686NHPC27,F,INE848E07BO2,960478
BSE,891NTPC33,BSE-891NTPC33,891NTPC33,F,INE733E07JJ9,961810
BSE,848IIFC29A,BSE-848IIFC29A,848IIFC29A,F,INE787H07339,961818
BSE,876HUDCO28,BSE-876HUDCO28,876HUDCO28,F,INE031A07949,961785
BSE,738REC27TF,BSE-738REC27TF,738REC27TF,F,INE020B07GX4,961749
BSE,866IIFC34B,BSE-866IIFC34B,866IIFC34B,F,INE787H07347,961819
BSE,708IIFCL33,BSE-708IIFCL33,708IIFCL33,F,INE787H07180,961771
BSE,1101MEC31A,BSE-1101MEC31A,1101MEC31A,F,INE760I07060,960420
BSE,810IRFC27,BSE-810IRFC27,810IRFC27,F,INE053F07538,961732
BSE,860PNBPERP,BSE-860PNBPERP,860PNBPERP,F,INE160A08183,960430
BSE,717KPL28,BSE-717KPL28,717KPL28,F,INE363O07046,961763
BSE,1096MECL31,BSE-1096MECL31,1096MECL31,F,INE760I07078,960495
BSE,686NHPC34,BSE-686NHPC34,686NHPC34,F,INE848E07BV7,960485
BSE,879PFCL28,BSE-879PFCL28,879PFCL28,F,INE134E07448,961803
BSE,837REC33,BSE-837REC33,837REC33,F,INE020B07HQ6,961777
BSE,874HUDCO33,BSE-874HUDCO33,874HUDCO33,F,INE031A07956,961786
BSE,663REC31,BSE-663REC31,663REC31,F,INE020B08DN0,960438
BSE,867NHPC33,BSE-867NHPC33,867NHPC33,F,INE848E07534,961789
BSE,82HUDCO27,BSE-82HUDCO27,82HUDCO27,F,INE031A07840,961734
BSE,643NTPC31,BSE-643NTPC31,643NTPC31,F,INE733E08171,960431
BSE,702IIFCL28,BSE-702IIFCL28,702IIFCL28,F,INE787H07172,961770
BSE,863IIFCL28,BSE-863IIFCL28,863IIFC28,F,INE787H07297,961796
BSE,1522RSOT61,BSE-1522RSOT61,1522RSOT61,F,INE0GN515015,960448
BSE,686NHPC29,BSE-686NHPC29,686NHPC29,F,INE848E07BQ7,960480
BSE,846REC28,BSE-846REC28,846REC28,F,INE020B07HP8,961776
BSE,702REC36,BSE-702REC36,702REC36,F,INE020B08DM2,960437
BSE,858HUDCO29,BSE-858HUDCO29,858HUDCO29,F,INE031A07972,961812
BSE,892NHPC33,BSE-892NHPC33,892NHPC33,F,INE848E07567,961792
BSE,873IIFC29D,BSE-873IIFC29D,873IIFC29D,F,INE787H07362,961821
BSE,686NHPC28,BSE-686NHPC28,686NHPC28,F,INE848E07BP9,960479
BSE,797RECPER,BSE-797RECPER,797RECPER,F,INE020B08DL4,960428
BSE,751HUDCO28,BSE-751HUDCO28,HUDCO (N5),F,INE031A07865,961765
BSE,1225DCCL26,BSE-1225DCCL26,1225DCCL26,F,INE04Q907066,960472
BSE,879NHPC28,BSE-879NHPC28,879NHPC28,F,INE848E07559,961791
BSE,876HUDCO34,BSE-876HUDCO34,876HUDCO34,F,INE031A07980,961813
BSE,686NHPC36,BSE-686NHPC36,686NHPC36,F,INE848E07BX3,960487
BSE,724ABCL30,BSE-724ABCL30,692ABFL30,F,INE860H07HE8,960492
BSE,955TCAPPER,BSE-955TCAPPER,955TMFPER,F,INE601U08184,960424
BSE,686NHPC31,BSE-686NHPC31,686NHPC31,F,INE848E07BS3,960482
BSE,560IOCL26,BSE-560IOCL26,560IOCL26,F,INE242A08494,960429
BSE,848NTPC28,BSE-848NTPC28,848NTPC28,F,INE733E07JF7,961806
BSE,736IIFCL28,BSE-736IIFCL28,736IIFCL28,F,INE787H07149,961753
BSE,850IIFCL33,BSE-850IIFCL33,850IIFCL33,F,INE787H07305,961797
BSE,830NHAI27,BSE-830NHAI27,830NHAI27,F,INE906B07CB9,961728
BSE,883HUDCO29,BSE-883HUDCO29,883HUDCO29,F,INE031A07AA4,961815
BSE,734IRFC28,BSE-734IRFC28,734IRFC28,F,INE053F07579,961756
BSE,850NHAI29,BSE-850NHAI29,850NHAI29,F,INE906B07DE1,961825
BSE,704PFCL28,BSE-704PFCL28,704PFCL28,F,INE134E07364,961773
BSE,686NHPC30,BSE-686NHPC30,686NHPC30,F,INE848E07BR5,960481
BSE,605NLC26,BSE-605NLC26,605NLC26,F,INE589A08035,960476
BSE,851HUDCO28,BSE-851HUDCO28,851HUDCO28,F,INE031A07915,961782
BSE,866NTPC33,BSE-866NTPC33,866NTPC33,F,INE733E07JG5,961807
BSE,12VITPPL31,BSE-12VITPPL31,12VITPPL31,F,INE743G08100,960461
BSE,875JFP31,BSE-875JFP31,875JFP31,F,INE523H07BJ4,960469
BSE,DCCLNIFT26,BSE-DCCLNIFT26,DCCLNIFT26,F,INE04Q907082,960473
BSE,891IIFCL34,BSE-891IIFCL34,891IIFCL34,F,INE787H07370,961822
BSE,901HUDCO34,BSE-901HUDCO34,901HUDCO34,F,INE031A07AB2,961816
BSE,719HUDCO28,BSE-719HUDCO28,HUDCO (N7),F,INE031A07881,961767
BSE,738IRFC27B,BSE-738IRFC27B,738IRFC27,F,INE053F09HY8,972801
BSE,880IIFCL34,BSE-880IIFCL34,880IIFCL34,F,INE787H07438,961897
BSE,998IFCI37,BSE-998IFCI37,998IFCI37A,F,INE039A09PD5,972763
BSE,947IRFC31,BSE-947IRFC31,IRFC100511B,F,INE053F09HQ4,972650
BSE,861REC34,BSE-861REC34,861REC34,F,INE020B07IE0,961871
BSE,933IRFC26,BSE-933IRFC26,IRFC100511A,F,INE053F09HP6,972649
BSE,875IFCI26A,BSE-875IFCI26A,IFCI121211C,F,INE039A09NZ3,972706
BSE,873HUDCO29,BSE-873HUDCO29,873HUDCO29,F,INE031A07AD8,961857
BSE,711NTPC25A,BSE-711NTPC25A,711NTPC25A,F,INE733E07JR2,961900
BSE,848IRFC28B,BSE-848IRFC28B,848IRFC28B,F,INE053F07629,972859
BSE,888IRFC29,BSE-888IRFC29,888IRFC29,F,INE053F07744,961885
BSE,855IIFCL29,BSE-855IIFCL29,855IIFCL29,F,INE787H07396,961889
BSE,1010IFCI27,BSE-1010IFCI27,1010IFCI27C,F,INE039A09PJ2,972768
BSE,975IFCI30A,BSE-975IFCI30A,IFCI-SR54-9.75%-16-7,F,INE039A09MD2,972575
BSE,863REC29,BSE-863REC29,863REC29,F,INE020B07ID2,961869
BSE,916IFCI27A,BSE-916IFCI27A,IFCI150212D,F,INE039A09OH9,972716
BSE,1075IFC26,BSE-1075IFC26,IFCI311026D,F,INE039A09NW0,972691
BSE,871HUDCO34,BSE-871HUDCO34,871HUDCO34,F,INE031A07AE6,961859
BSE,728NTPC30B,BSE-728NTPC30B,728NTPC30B,F,INE733E07JS0,961902
BSE,936IIFC42,BSE-936IIFC42,936IIFCL42B,F,INE787H07065,972746
BSE,PIDBSTRP27,BSE-PIDBSTRP27,PIDBSTRPPJ,F,INE091D11105,972368
BSE,941IIFC37,BSE-941IIFC37,941IIFCL37A,F,INE787H07057,972745
BSE,737NTPC35C,BSE-737NTPC35C,737NTPC35C,F,INE733E07JT8,961904
BSE,848IRFC29A,BSE-848IRFC29A,848IRFC28C,F,INE053F07645,972862
BSE,998IFCI30,BSE-998IFCI30,IFCI-55-9.98%-29-10,F,INE039A09MN1,972607
BSE,1075IFC26A,BSE-1075IFC26A,IFCI010811D,F,INE039A09NL3,972657
BSE,875KPL34,BSE-875KPL34,875EPL34,F,INE363O07079,961847
BSE,990IFCI37D,BSE-990IFCI37D,990IFCI37D,F,INE039A09PP9,972773
BSE,848NHAI28,BSE-848NHAI28,848NHAI2028,F,INE906B07DB7,972857
BSE,777IRFC26,BSE-777IRFC26,IRFC8NOV11B,F,INE053F09HU6,972693
BSE,739IRFC27B,BSE-739IRFC27B,741IIFCL32C,F,INE787H07123,972791
BSE,880IREDA29,BSE-880IREDA29,880IREDA29,F,INE202E07138,961839
BSE,738REC27,BSE-738REC27,738REC27,F,INE020B07GV8,972778
BSE,855IIFCL34,BSE-855IIFCL34,855IIFCL34,F,INE787H07404,961891
BSE,945RFC2022,BSE-945RFC2022,738IIFCL27,F,INE787H07081,972779
BSE,736NTPC25D,BSE-736NTPC25D,736NTPC25D,F,INE733E07JU6,961906
BSE,872IFCI27,BSE-872IFCI27,IFCI310312C,F,INE039A09OW8,972721
BSE,898HUDCO29,BSE-898HUDCO29,898HUDCO29,F,INE031A07AG1,961863
BSE,1075IFCI26,BSE-1075IFCI26,IFCI010811B,F,INE039A09NM1,972655
BSE,900KPL34,BSE-900KPL34,900KPL34,F,INE363O07103,961853
BSE,916IFCI27,BSE-916IFCI27,IFCI150212C,F,INE039A09OG1,972715
BSE,1012IFCI27,BSE-1012IFCI27,1012IFCI27,F,INE039A09PI4,972821
BSE,975IFCI30,BSE-975IFCI30,IFCI-SR53-9.75%-13-7,F,INE039A09MC4,972574
BSE,875KPL29,BSE-875KPL29,875EPL29,F,INE363O07061,961845
BSE,738IRFC27,BSE-738IRFC27,738IIFCL27B,F,INE787H07115,972790
BSE,896HUDCO34,BSE-896HUDCO34,896HUDCO34,F,INE031A07AH9,961865
BSE,840IRFC29,BSE-840IRFC29,840IRFC29,F,INE053F07660,961828
BSE,872IFCI27D,BSE-872IFCI27D,IFCI310312D,F,INE039A09OX6,972722
BSE,855IREDA29,BSE-855IREDA29,855IREDA29,F,INE202E07120,961833
BSE,826IIFC28A,BSE-826IIFC28A,826IIFCL28A,F,INE787H07198,972848
BSE,975IFCI28,BSE-975IFCI28,975IFCI2028,F,INE039A09PR5,972832
BSE,753NTPC30E,BSE-753NTPC30E,753NTPC30E,F,INE733E07JV4,961908
BSE,990IFCI27B,BSE-990IFCI27B,990IFCI27B,F,INE039A09PN4,972771
BSE,886REC34,BSE-886REC34,886REC34,F,INE020B07IH3,961877
BSE,738IRFC27A,BSE-738IRFC27A,738IRFC27B,F,INE053F09HW2,972788
BSE,900KPL29,BSE-900KPL29,900KPL29,F,INE363O07095,961851
BSE,880IIFCL29,BSE-880IIFCL29,880IIFCL29,F,INE787H07420,961895
BSE,855IRFC29A,BSE-855IRFC29A,INDIAN RAILWAY FINAN,F,INE053F07694,972867
BSE,MOLDTKWARR,BSE-MOLDTKWARR,MOLDTKPAC,W,INE893J13016,961913
BSE,739IRFC27C,BSE-739IRFC27C,739IRFC27B,F,INE053F09IA6,972805
BSE,880IREDA34,BSE-880IREDA34,880IREDA34,F,INE202E07153,961841
BSE,762NTPC35F,BSE-762NTPC35F,762NTPC35F,F,INE733E07JW2,961910
BSE,990IFCI32C,BSE-990IFCI32C,990IFCI32C,F,INE039A09PO2,972772
BSE,1070IFCI27,BSE-1070IFCI27,IFCI280212B,F,INE039A09OM9,972711
BSE,888REC29,BSE-888REC29,888REC29,F,INE020B07IG5,961875
BSE,865IRFC29,BSE-865IRFC29,865IRFC29,F,INE053F07686,961830
BSE,855IREDA34,BSE-855IREDA34,855IREDA34,F,INE202E07146,961835
BSE,863IRFC29,BSE-863IRFC29,863IRFC29,F,INE053F07728,961881
BSE,869DVC28,BSE-869DVC28,DVC25MAR13,F,INE753F08028,972826
BSE,741IIFC32,BSE-741IIFC32,741IIFCL32,F,INE787H07099,972781
BSE,739THDC31,BSE-739THDC31,739THDC31,F,INE812V07054,973391
BSE,79MFL31,BSE-79MFL31,79MFL31,F,INE414G07FY8,973219
BSE,702BFL31,BSE-702BFL31,702BFL31,F,INE296A07RS9,973150
BSE,777TPCL29,BSE-777TPCL29,777TPCL29,F,INE245A08232,973085
BSE,920CIFCL31,BSE-920CIFCL31,920CIFCL31,F,INE121A08ON5,973201
BSE,91TCAPPERP,BSE-91TCAPPERP,91TMFLPERP,F,INE601U08242,973232
BSE,65REC31,BSE-65REC31,65REC31,F,INE020B08DQ3,973098
BSE,925CIFPER,BSE-925CIFPER,925CIFPER,F,INE121A08OM7,973038
BSE,726NHAI38,BSE-726NHAI38,726NHAI38,F,INE906B07IY8,973374
BSE,715IIL26,BSE-715IIL26,715IIL26,F,INE537P07612,973282
BSE,9PFL31,BSE-9PFL31,9PCHFL31,F,INE516Y07295,973127
BSE,119AML26,BSE-119AML26,119AML26,F,INE516Q08331,973118
BSE,606PFCL26,BSE-606PFCL26,609PFCL26,F,INE134E08LK2,973407
BSE,1667RSOT69,BSE-1667RSOT69,1667RSOT69,F,INE0GN515031,973285
BSE,876IFCI29,BSE-876IFCI29,876IFCI2029,F,INE039A09PU9,972878
BSE,975HLFL28,BSE-975HLFL28,975HLFL28,F,INE146O08209,973153
BSE,699GIL31,BSE-699GIL31,699GIL31,F,INE047A08182,973143
BSE,955TCAPERA,BSE-955TCAPERA,955TMFPERA,F,INE601U08192,973027
BSE,79WCL36,BSE-79WCL36,79WCL36,F,INE191B08020,973309
BSE,740AFL31,BSE-740AFL31,740AFL31,F,INE891K08075,973228
BSE,1172SML26,BSE-1172SML26,1172SML26,F,INE982X07143,973301
BSE,777TPCL31,BSE-777TPCL31,777TPCL31,F,INE245A08240,973087
BSE,8AHL41,BSE-8AHL41,8AHL41,F,INE365D08026,973220
BSE,635MMFSL26,BSE-635MMFSL26,635MMFSL26,F,INE774D07UD5,973265
BSE,932THFL31,BSE-932THFL31,932SHFL31,F,INE432R07273,973163
BSE,675SPTL26,BSE-675SPTL26,675SPTL26,F,INE941D07208,973154
BSE,RSLNIFT26,BSE-RSLNIFT26,RSLNIFT26,F,INE923I07171,973204
BSE,765BOB31,BSE-765BOB31,765BOB31,F,INE027208011,973047
BSE,697NABAR36,BSE-697NABAR36,697NABAR36,F,INE261F08DG5,973345
BSE,9SFL31,BSE-9SFL31,9SCUF31,F,INE722A07AV4,973262
BSE,79AFLPERP,BSE-79AFLPERP,79AFLPERP,F,INE891K08083,973396
BSE,680IRFC41,BSE-680IRFC41,680IRFC41,F,INE053F07CW7,973126
BSE,970HLFL27,BSE-970HLFL27,970HLFL27,F,INE146O08217,973327
BSE,727AFL31,BSE-727AFL31,727AFL31,F,INE891K07671,973271
BSE,129SMP26,BSE-129SMP26,129SMP26,F,INE00MX08045,973125
BSE,74REC36,BSE-74REC36,74REC36,F,INE020B08DO8,973048
BSE,689IRFC31,BSE-689IRFC31,689IRFC31,F,INE053F08106,973321
BSE,85JMFPL31,BSE-85JMFPL31,85JMFPL31,F,INE523H07BM8,973320
BSE,725ICICI31,BSE-725ICICI31,725ICICI31,F,INE071G07439,973380
BSE,915PIFS27A,BSE-915PIFS27A,915PTCIF27A,F,INE560K07110,972893
BSE,975HLFL026,BSE-975HLFL026,975HLFL026,F,INE146O08175,973037
BSE,723CFSL31,BSE-723CFSL31,723HDFC31,F,INE539K07189,973363
BSE,915PIFS27,BSE-915PIFS27,915PTCIF27,F,INE560K07102,972889
BSE,721IRFC41,BSE-721IRFC41,721IRFC41,F,INE053F07CV9,973014
BSE,711PFCL36,BSE-711PFCL36,711PFCL36,F,INE134E08LI6,973277
BSE,732IGT31,BSE-732IGT31,732IGT31,F,INE219X07298,973269
BSE,663HPCL31,BSE-663HPCL31,663HPCL31,F,INE094A08093,973176
BSE,728NHAI39,BSE-728NHAI39,728NHAI39,F,INE906B07IK7,973036
BSE,825STL31,BSE-825STL31,825STL31,F,INE089C07109,973103
BSE,863NTPC29,BSE-863NTPC29,863NTPC2029,F,INE733E07JL5,972873
BSE,85JMFCSL31,BSE-85JMFCSL31,85JMFCSL31,F,INE651J07838,973324
BSE,635PFCL27,BSE-635PFCL27,635PFCL27,F,INE134E08LH8,973276
BSE,975HLFL26A,BSE-975HLFL26A,975HLFL26A,F,INE146O08183,973078
BSE,1170SML27,BSE-1170SML27,1170SML27,F,INE982X07176,973383
BSE,635PFCL25,BSE-635PFCL25,635PFCL25,F,INE134E08LF2,973275
BSE,1175AFI26,BSE-1175AFI26,1175AFI26,F,INE065507373,973185
BSE,1095IFSL27,BSE-1095IFSL27,1095IFSL27,F,INE945W07316,973348
BSE,881JFP31,BSE-881JFP31,881JFP31,F,INE523H07BK2,973045
